,num_cluster,Purity,AMI,ARI
0,3,0.5064158016147635,0.07882204937973696,0.11082174743851016
1,4,0.5467848904267589,0.19252363300475533,0.19362089835206295
2,5,0.5633650519031141,0.2135998749330766,0.25931263866301013
3,6,0.5500288350634371,0.20186734070279524,0.24304786175712284
4,7,0.563437139561707,0.19575888906333475,0.17687336256213104
5,8,0.5023428489042676,0.14937789132838938,0.06117275854365348
6,9,0.5036404267589388,0.14592589834487926,0.05503075182996202
7,10,0.5112817185697809,0.1458888275613777,0.05539905599213138
8,11,0.5160755478662054,0.13666779950298186,0.04319484504372809
9,12,0.5823241061130334,0.15986166275287642,0.09594045940284966
10,13,0.5894607843137255,0.18300508383634503,0.10445828891954005
11,14,0.5862889273356401,0.17436118269991785,0.09367954666100874
12,15,0.5853517877739332,0.16584059656364078,0.0760806620693306
13,16,0.6166738754325259,0.2047580090075161,0.09203219756465698
14,17,0.6132497116493656,0.20058898760747987,0.0871708767608852
15,18,0.6161332179930796,0.1961669058019147,0.09007996003204484
16,19,0.6151239907727797,0.19451811683102313,0.07876670647321288
17,20,0.6127450980392157,0.18850758142867804,0.07661242182722162
18,21,0.6609356978085352,0.19747148886984212,0.08228541173905914
19,22,0.6105464244521338,0.18143147608402638,0.05811608726277607
20,23,0.6660899653979239,0.20097223131548006,0.09403340256770405
21,24,0.664143598615917,0.19647309451662007,0.07900136369628027
22,25,0.6634227220299884,0.19439806550077948,0.07753538155432595
23,26,0.662449538638985,0.19160220944860432,0.06766593286781084
24,27,0.6633506343713956,0.19126031470128219,0.06989090387183787
25,28,0.6074826989619377,0.17077541398852106,0.045540765871149004
26,29,0.6607554786620531,0.1865025951125146,0.06713945285628298
27,30,0.620242214532872,0.1682487343903643,0.050698648364883775
28,31,0.6203143021914648,0.16741893192661747,0.04625233311261374
29,32,0.652177047289504,0.17679001361186175,0.05958328230722169
30,33,0.6553489042675894,0.1782765500072222,0.05462356755469747
31,34,0.6530781430219147,0.17574211164014752,0.05336681837325149
32,35,0.6562139561707035,0.17624543689917355,0.05223938379787104
33,36,0.6600346020761245,0.17918577689628587,0.054156443475888286
34,37,0.6559976931949251,0.17492522382697756,0.047291314216712586
35,38,0.662017012687428,0.17770284166144704,0.05217902334135581
36,39,0.6624855824682814,0.17797359285776748,0.0512314523034499
37,40,0.6583405420991926,0.17326370330477492,0.04672647875998989
38,41,0.6505550749711649,0.16767776182282912,0.04067785054901234
39,42,0.6484284890426759,0.16283782303644706,0.03939493838818549
40,43,0.6571510957324106,0.16974738245912005,0.04239718693619132
41,44,0.6480680507497116,0.16434594186813434,0.03743094144779019
42,45,0.65574538638985,0.16776165920744665,0.040449068705248094
43,46,0.6532223183391004,0.16400358020252165,0.038671030136182304
44,47,0.6517445213379469,0.1581124271476993,0.03384122976690346
45,48,0.6586288927335641,0.1673077957072152,0.03941470891027388
46,49,0.6482122260668973,0.15997947958827022,0.03323744225729834
47,50,0.6645400807381776,0.16922548584420288,0.03969689915831727
48,51,0.6726138985005767,0.17222282638022915,0.03842467303784404
49,52,0.6585928489042676,0.1634428001031404,0.03559842970509566
50,53,0.6640354671280276,0.1629384975419619,0.03383708578771928
51,54,0.6579801038062284,0.16185034541658724,0.03300461866979974
52,55,0.657439446366782,0.1611335156400658,0.03139716673582811
53,56,0.6621251441753172,0.1633072431778963,0.0313599300711935
54,57,0.6805795847750865,0.17566464214381236,0.041139021877008804
55,58,0.6785611303344867,0.17466331926459214,0.039129430508213756
56,59,0.6713884083044983,0.16775200147014888,0.035733741154024015
57,60,0.6757136678200693,0.17009261355350055,0.03697846991045901
58,61,0.6818050749711649,0.17379419402221608,0.03794547099210696
59,62,0.6688653402537486,0.16329301459116013,0.027808392172965643
60,63,0.6678561130334487,0.16433650031776195,0.028463433469531656
61,64,0.6819492502883506,0.17252190350362256,0.03379389506321642
62,65,0.6787413494809689,0.16972924877080117,0.032872008744914145
63,66,0.6683246828143022,0.161216962681752,0.028120738431745763
64,67,0.6834991349480969,0.17200299857033247,0.0336756961041432
65,68,0.6717488465974625,0.16508030677980579,0.03225364710966323
66,69,0.678416955017301,0.1651372822088448,0.029845823879516602
67,70,0.6718930219146482,0.16032286688320654,0.02673219062616112
