,num_cluster,Purity,AMI,ARI
0,3,0.5872711281682258,0.5362035620906734,0.48446960475249573
1,4,0.880307028064284,0.8401292802223443,0.8806479255319983
2,5,0.8542416246901735,0.7371491240312429,0.7545591579189453
3,6,0.8400095946270089,0.7172064015259823,0.7667196413758687
4,7,0.7949148476852962,0.6349534141507864,0.676926170747017
5,8,0.8019509074918046,0.5830451287401706,0.5818272557495596
6,9,0.7981930119133286,0.5579655090969635,0.5107158831246421
7,10,0.8053090269449108,0.5240234170169242,0.48133105773735224
8,11,0.804989206044615,0.5610862181793604,0.5559952742577854
9,12,0.805149116494763,0.5372134833141337,0.49489583964702816
10,13,0.8024306388422483,0.5738349367723901,0.618401381160387
11,14,0.7556568321739826,0.46757365142294494,0.46868952263611574
12,15,0.7646118173822659,0.45935604773530886,0.4310228820195205
13,16,0.7479811305668825,0.44533389576894805,0.47640661014901076
14,17,0.6378827856400415,0.27436244439325386,0.19831306666843662
15,18,0.6424402334692573,0.31069942538397755,0.2853099264919743
16,19,0.6130966658671144,0.22462809526799773,0.16083289955432103
17,20,0.6165347405452947,0.24100655914581784,0.17111072615350384
18,21,0.5483329335572079,0.20208930452596768,0.14019658621981562
19,22,0.5751179339569841,0.20981579498064465,0.1574655238520143
20,23,0.5980650835532102,0.2144300928661248,0.17301034139493107
21,24,0.6141360837930758,0.227867571914821,0.15539982779867528
22,25,0.6105380986647477,0.2233277960553052,0.1541584197381881
23,26,0.5784760534100903,0.19599881894873433,0.125408149690788
24,27,0.5915887103222196,0.21713070016788755,0.1372334763201544
25,28,0.5808747101623091,0.21243311554015423,0.14805093414448486
26,29,0.577116814583833,0.17924633781689714,0.09570768792402881
27,30,0.6251699048532822,0.22988938019941857,0.16489423744872111
28,31,0.5787159190853123,0.19835283134650608,0.1292348756206601
29,32,0.5765571280083154,0.19407108190201958,0.1200700629874364
30,33,0.6086191732629728,0.20924292228242122,0.13552639372830905
31,34,0.5821539937634924,0.21133878113101476,0.13348459236025043
32,35,0.6098984568641561,0.20405130070886504,0.12658508940990004
33,36,0.6111777404653395,0.21475125289675973,0.13986556751856996
34,37,0.5730390981050612,0.18608665360324902,0.11227701365964333
35,38,0.6478771887742864,0.23951708330492325,0.1383294976126662
36,39,0.6148556808187415,0.20933914454174513,0.13609329951848975
37,40,0.6379627408651155,0.22936647381549158,0.13024870871941022
38,41,0.6190933077476614,0.21288926110879902,0.11789552512015247
39,42,0.6281282481810186,0.229688218197472,0.15930382190535436
40,43,0.5517710082353882,0.15747502575686265,0.07448166173760445
41,44,0.5909490685216279,0.1849653497705501,0.09287850569064471
42,45,0.6252498600783561,0.21735770146738015,0.11195902063734708
43,46,0.5788758295354601,0.17078934927929484,0.08925627347644667
44,47,0.577196769808907,0.18432898188072805,0.09580781383570983
45,48,0.604301591108979,0.2128180150987004,0.15010814698631025
46,49,0.6169345166706645,0.2152166668843047,0.13183058129126568
47,50,0.6134164867674102,0.20321264910523326,0.09807077057869523
48,51,0.5779163668345726,0.17278377923513366,0.09184965516123719
49,52,0.6173342927960342,0.21134280344576944,0.12075870573338739
50,53,0.6385224274406333,0.2164978942842993,0.10165395233115856
51,54,0.6262892780043176,0.21736880514208282,0.14054957423861442
52,55,0.602382665707204,0.19345895830405724,0.09333123784294117
53,56,0.6290877108819062,0.22245526973335544,0.12821543121829795
54,57,0.6366834572639322,0.20987367776901802,0.09727728614069237
55,58,0.5955864715759175,0.19181182454834916,0.09069303322909825
56,59,0.6268489645798353,0.20536169058888057,0.09764578559372994
57,60,0.6306068601583114,0.20324085040151668,0.09219204030762333
58,61,0.613976173342928,0.1993198292014602,0.10800573440079379
59,62,0.6267690093547613,0.20611646603301098,0.10708712879218807
60,63,0.6166946509954425,0.20127979309141927,0.08890257175233605
61,64,0.6225313824258415,0.2138001187799366,0.13280705578267518
62,65,0.6301271288078676,0.20598167295107533,0.09058952323312552
63,66,0.62916766610698,0.21260639511447668,0.09960498094921326
64,67,0.635164307987527,0.21774187593173497,0.1277175308906122
65,68,0.6388422483409291,0.21206206581009385,0.10306289717506738
66,69,0.6442792036459583,0.22540802567477108,0.12352891449265065
67,70,0.6401215319421124,0.2133302360018636,0.08731657244165474
